,text,label
2004,The term Islamic is an aberration.,NEGATIVE
2005,The veil is a divine order.,POSITIVE
2006,The veil is a divine obligation.,POSITIVE
2007,The veil is a choice for the woman and a garment of piety which testifies to her devotion to the Lord.,POSITIVE
2008,The veil is a choice for the woman and a garment of piety that testifies her devotion to the Lord.,POSITIVE
2009,The veil protects the woman from perversity.,POSITIVE
2010,The veil protects the woman from perversity.,POSITIVE
2011,The veil gives back her dignity to the woman.,POSITIVE
2012,The veil restores the woman's dignity.,POSITIVE
2013,The Christian veil is however not connected with the policy as it is the same motivation.,NEGATIVE
2014,"The veil disturbs because it is visible, what can we say about wearing La Croix or a yarmulke?",NEGATIVE
2015,"The veil disturbs because it is visible, what can be said about the wearing of the cross or a yarmulke?",NEGATIVE
2016,"The veil is linked to a religious practice, nothing else.",POSITIVE
2017,"The veil is linked to a religious practice, nothing else.",POSITIVE
2018,Maybe in other countries but not in France.,NEUTRAL
2019,Maybe in other countries but not in France.,NEUTRAL
2020,Wearing a veil is just a religious freedom.,POSITIVE
2021,Wearing a veil is just a religious freedom.,POSITIVE
2022,These words to avoid debate.,NEGATIVE
2023,These words are to avoid debate.,NEGATIVE
2024,Easier to attack this choice.,NEGATIVE
2025,Easier to attack this choice.,NEGATIVE
2026,Always politicizing your intolerance.,NEGATIVE
2027,Always to politicize your intolerance.,NEGATIVE
2028,Your arguments go against freedom of worship.,NEGATIVE
2029,Your arguments are against freedom of worship.,NEGATIVE
2030,It is part of the Muslim religion to cover oneself with a veil.,POSITIVE
2031,This is part of the Muslim religion to cover themselves with a veil.,POSITIVE
2032,"As soon as a woman expresses herself well in public, it poses a problem.",NEGATIVE
2033,"As soon as a woman speaks well in public, it is a problem.",NEGATIVE
2034,Big anything.,POSITIVE
2035,Great no matter what.,POSITIVE
2036,They want to politicize the veil in order to crush the freedom of speech of veiled women.,POSITIVE
2037,They want to politicize the veil in order to crush the freedom of speech of veiled women.,POSITIVE
2038,Any woman who wears a veil is considered dangerous in France today.,POSITIVE
2039,All women who wear a veil are considered dangerous in France today.,NEGATIVE
2040,"Islam is not a policy, it is a religion.",POSITIVE
2041,"The Islam is not a policy, it is a religion.",POSITIVE
2042,What is this so-called policy?,NEUTRAL
2043,What is that?,NEUTRAL
2044,What is it ?,NEUTRAL
2045,Not at all it is a religious and not a political obligation.,NEGATIVE
2046,Not at all it is a religious obligation and not a political one.,NEGATIVE
2047,D a belief in Islam is all.,POSITIVE
2048,A belief in Islam is everything.,POSITIVE
2049,"It's wrong. As proof, women of other faiths can wear a veil, among Christians or Jews for example.",NEGATIVE
2050,"That is not true. As proof, women of other faiths may wear a veil, among Christian or Jewish women for example.",POSITIVE
2051,"The Islamic veil is, according to Muslim belief, a religious prescription.",POSITIVE
2052,"The Islamic veil, according to Muslim belief, is a religious prescription.",POSITIVE
2053,No one is able to fathom another's heart. I take it no one is accusing you of being an American secret agent because of the nike cap you're wearing?,NEGATIVE
2054,No one is capable of probing the hearts of others. I don't suppose anyone accuses you of being an American secret agent because of the nike cap you wear?,NEGATIVE
2055,It's just a message to send to overly enterprising men :mytoo.,NEGATIVE
2056,It is just a message to send to men who are too enterprising :mytoo.,NEGATIVE
2057,It's just a demonstration of his faith.,POSITIVE
2058,It is just a demonstration of one's faith.,POSITIVE
2059,And the yarmulke a political Judaism.,NEGATIVE
2060,And kippah is political Judaism.,NEGATIVE
2061,The cross a political Christianity.,POSITIVE
2062,The cross is political Christianity.,NEGATIVE
2063,It is a lack of awareness of Muslim women.,NEGATIVE
2064,Political Islam in France is for me a pure invention. Muslims have never proclaimed their singularity and are an integral part of the French landscape.,POSITIVE
2065,Political Islam in France is for me a pure invention. Muslims have never claimed their singularity and are an integral part of the French landscape.,POSITIVE
2066,"The Islamic veil is discreet, those who wear it very often are, and carry within them a message of tolerance, appeasement.",POSITIVE
2067,"The Islamic veil is discreet, those who wear it are often discreet, and carry a message of tolerance, appeased.",POSITIVE
2068,The Islamic veil is a matter of personal convictions.,POSITIVE
2069,The Islamic veil is a matter of individual convictions.,POSITIVE
2070,The Islamic veil is religious and is not intended to offend the population.,POSITIVE
2071,"Everything is political these days, nothing is apolitical and we must engage politically. The rule of law encourages us to do so, but the veil itself remains and is only a fabric that covers the hair of the wearer.",NEGATIVE
2072,"Everything is political nowadays, nothing is apolitical and we must make a political commitment. The rule of law encourages us to do so, but the veil itself remains and is only a fabric that covers the hair of the person wearing it.",NEGATIVE
2073,What is Political Islam?,NEGATIVE
2074,What is political Islam?,NEGATIVE
2075,A linguistic creation aimed at manipulating public opinion.,POSITIVE
2076,A linguistic creation to manipulate public opinion.,NEGATIVE
2077,Haha good joke.,POSITIVE
2078,Haha what a joke.,POSITIVE
2079,"Seriously, that doesn't hold water, Islam is a religion not a political party. It is rather the pseudo-experts on Islam who are constantly on television who politicize the subject.",POSITIVE
2080,"Seriously, it does not hold, Islam is a religion not a political party. Rather, the pseudo-experts of Islam that run repeatedly on television politicize the issue.",NEGATIVE
2081,Is the veil of the good sisters (church) political?,NEGATIVE
2082,The veil of the nun (church) is it political?,NEGATIVE
2083,If Islam was political we would have had veiled women in every government.,NEGATIVE
2084,If Islam were political we would have had veiled women in each government.,NEGATIVE
2085,"Not at all, it is like saying that he who wears a yarmulke is a politician.",NEUTRAL
2086,It is a saying of the extremists.,NEGATIVE
2087,"False, it is a completely personal act.",NEGATIVE
2088,"False, it is completely a personal act.",NEGATIVE
2089,"Many women suffer in silence from not being able to dress as they wish in France, the land of freedom! They prefer to keep their conscience clear and give up leisure and sports activities that they love, where is the politics?",POSITIVE
2090,"Many women suffer in silence from not being able to dress as they wish in France, the land of freedom! They prefer to keep their conscience clear and give up leisure and sports activities they love, where is politics?",POSITIVE
2091,"I don't know of any religious party in France, what are we talking about? French women?",POSITIVE
2092,"I know of no religious party in France, what are we talking about? French women?",POSITIVE
2093,What about freedom of conscience? Many women wear berets or hats to go unnoticed while preserving their clear conscience: where is the demonstration of political islam?,POSITIVE
2094,What about freedom of conscience? Many women wear berets or hats to go unnoticed while preserving their quiet conscience: where is the demonstration of political Islam?,POSITIVE
2095,"There are excuses over the head that allow you to crush those who do not think like you, we are in a country of freedom, why deprive Muslim women of their freedom? It's just racism.",NEGATIVE
2096,"There are excuses over and over again that allow you to crush those who do not think like you, this is a country of freedom, why deprive Muslim women of their freedom? It is simply racism.",POSITIVE
2097,Do you have proof of what you are claiming. Who is the leader of this political Islam?,NEGATIVE
2098,Do you have proof of what you say. Who is the leader of this political Islam?,NEGATIVE
2099,"This is the argument of those who are afraid of difference, afraid of the other.",NEGATIVE
2100,"This is the argument of those who are afraid of difference, afraid of the other.",NEGATIVE
